,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
0,2008,1,mclaren,0.0,0.0,0.0
1,2008,1,williams,0.0,0.0,0.0
2,2008,1,bmw_sauber,0.0,0.0,0.0
3,2008,1,renault,0.0,0.0,0.0
4,2008,1,toro_rosso,0.0,0.0,0.0
5,2008,1,ferrari,0.0,0.0,0.0
6,2008,2,mclaren,14.0,1.0,1.0
7,2008,2,bmw_sauber,8.0,0.0,3.0
8,2008,2,ferrari,1.0,0.0,6.0
9,2008,2,williams,9.0,0.0,2.0
10,2008,2,renault,5.0,0.0,4.0
11,2008,2,toyota,0.0,0.0,0.0
12,2008,2,red_bull,0.0,0.0,0.0
13,2008,2,toro_rosso,2.0,0.0,5.0
14,2008,2,honda,0.0,0.0,0.0
15,2008,2,force_india,0.0,0.0,0.0
16,2008,2,super_aguri,0.0,0.0,0.0
17,2008,3,bmw_sauber,19.0,0.0,2.0
18,2008,3,ferrari,11.0,1.0,3.0
19,2008,3,mclaren,24.0,1.0,1.0
20,2008,3,williams,9.0,0.0,4.0
21,2008,3,toyota,5.0,0.0,6.0
22,2008,3,renault,6.0,0.0,5.0
23,2008,3,red_bull,2.0,0.0,7.0
24,2008,3,toro_rosso,2.0,0.0,8.0
25,2008,3,honda,0.0,0.0,9.0
26,2008,3,force_india,0.0,0.0,10.0
27,2008,3,super_aguri,0.0,0.0,11.0
28,2008,4,ferrari,29.0,2.0,2.0
29,2008,4,bmw_sauber,30.0,0.0,1.0
30,2008,4,mclaren,28.0,1.0,3.0
31,2008,4,williams,10.0,0.0,4.0
32,2008,4,toyota,8.0,0.0,5.0
33,2008,4,red_bull,4.0,0.0,7.0
34,2008,4,renault,6.0,0.0,6.0
35,2008,4,honda,0.0,0.0,9.0
36,2008,4,toro_rosso,2.0,0.0,8.0
37,2008,4,force_india,0.0,0.0,10.0
38,2008,4,super_aguri,0.0,0.0,11.0
39,2008,5,ferrari,47.0,3.0,1.0
40,2008,5,bmw_sauber,35.0,0.0,2.0
41,2008,5,mclaren,34.0,1.0,3.0
42,2008,5,williams,12.0,0.0,4.0
43,2008,5,red_bull,8.0,0.0,6.0
44,2008,5,toyota,9.0,0.0,5.0
45,2008,5,renault,6.0,0.0,7.0
46,2008,5,honda,3.0,0.0,8.0
47,2008,5,toro_rosso,2.0,0.0,9.0
48,2008,5,force_india,0.0,0.0,10.0
49,2008,5,super_aguri,0.0,0.0,11.0
50,2008,6,ferrari,63.0,4.0,1.0
51,2008,6,mclaren,42.0,1.0,3.0
52,2008,6,bmw_sauber,44.0,0.0,2.0
53,2008,6,williams,13.0,0.0,4.0
54,2008,6,red_bull,10.0,0.0,5.0
55,2008,6,toyota,9.0,0.0,6.0
56,2008,6,renault,9.0,0.0,7.0
57,2008,6,toro_rosso,2.0,0.0,9.0
58,2008,6,honda,3.0,0.0,8.0
59,2008,6,force_india,0.0,0.0,10.0
60,2008,6,super_aguri,0.0,0.0,11.0
61,2008,7,ferrari,69.0,4.0,1.0
62,2008,7,bmw_sauber,52.0,0.0,3.0
63,2008,7,mclaren,53.0,2.0,2.0
64,2008,7,red_bull,15.0,0.0,5.0
65,2008,7,toyota,9.0,0.0,6.0
66,2008,7,williams,15.0,0.0,4.0
67,2008,7,renault,9.0,0.0,7.0
68,2008,7,honda,6.0,0.0,9.0
69,2008,7,toro_rosso,6.0,0.0,8.0
70,2008,7,force_india,0.0,0.0,10.0
71,2008,7,super_aguri,0.0,0.0,11.0
72,2008,8,ferrari,73.0,4.0,1.0
73,2008,8,bmw_sauber,70.0,1.0,2.0
74,2008,8,mclaren,53.0,2.0,3.0
75,2008,8,red_bull,21.0,0.0,4.0
76,2008,8,toyota,17.0,0.0,5.0
77,2008,8,williams,15.0,0.0,6.0
78,2008,8,renault,9.0,0.0,7.0
79,2008,8,honda,8.0,0.0,8.0
80,2008,8,toro_rosso,7.0,0.0,9.0
81,2008,8,force_india,0.0,0.0,10.0
82,2008,8,super_aguri,0.0,0.0,11.0
83,2008,9,ferrari,91.0,5.0,1.0
84,2008,9,bmw_sauber,74.0,1.0,2.0
85,2008,9,mclaren,58.0,2.0,3.0
86,2008,9,toyota,23.0,0.0,5.0
87,2008,9,red_bull,24.0,0.0,4.0
88,2008,9,williams,15.0,0.0,6.0
89,2008,9,renault,12.0,0.0,7.0
90,2008,9,honda,8.0,0.0,8.0
91,2008,9,toro_rosso,7.0,0.0,9.0
92,2008,9,force_india,0.0,0.0,10.0
93,2008,9,super_aguri,0.0,0.0,11.0
94,2008,10,ferrari,96.0,5.0,1.0
95,2008,10,bmw_sauber,82.0,1.0,2.0
96,2008,10,mclaren,72.0,3.0,3.0
97,2008,10,toyota,25.0,0.0,4.0
98,2008,10,red_bull,24.0,0.0,5.0
99,2008,10,renault,15.0,0.0,7.0
100,2008,10,williams,16.0,0.0,6.0
101,2008,10,honda,14.0,0.0,8.0
102,2008,10,toro_rosso,7.0,0.0,9.0
103,2008,10,force_india,0.0,0.0,10.0
104,2008,10,super_aguri,0.0,0.0,11.0
105,2008,11,ferrari,105.0,5.0,1.0
106,2008,11,mclaren,86.0,4.0,3.0
107,2008,11,bmw_sauber,89.0,1.0,2.0
108,2008,11,toyota,25.0,0.0,4.0
109,2008,11,renault,23.0,0.0,6.0
110,2008,11,red_bull,24.0,0.0,5.0
111,2008,11,williams,16.0,0.0,7.0
112,2008,11,honda,14.0,0.0,8.0
113,2008,11,toro_rosso,8.0,0.0,9.0
114,2008,11,force_india,0.0,0.0,10.0
115,2008,11,super_aguri,0.0,0.0,11.0
116,2008,12,ferrari,111.0,5.0,1.0
117,2008,12,mclaren,100.0,5.0,2.0
118,2008,12,bmw_sauber,90.0,1.0,3.0
119,2008,12,toyota,35.0,0.0,4.0
120,2008,12,renault,31.0,0.0,5.0
121,2008,12,red_bull,24.0,0.0,6.0
122,2008,12,williams,16.0,0.0,7.0
123,2008,12,honda,14.0,0.0,8.0
124,2008,12,toro_rosso,8.0,0.0,9.0
125,2008,12,force_india,0.0,0.0,10.0
126,2008,12,super_aguri,0.0,0.0,11.0
127,2008,13,ferrari,121.0,6.0,1.0
128,2008,13,mclaren,113.0,5.0,2.0
129,2008,13,bmw_sauber,96.0,1.0,3.0
130,2008,13,toyota,41.0,0.0,4.0
131,2008,13,renault,31.0,0.0,5.0
132,2008,13,red_bull,24.0,0.0,6.0
133,2008,13,williams,17.0,0.0,7.0
134,2008,13,toro_rosso,11.0,0.0,9.0
135,2008,13,honda,14.0,0.0,8.0
136,2008,13,force_india,0.0,0.0,10.0
137,2008,13,super_aguri,0.0,0.0,11.0
138,2008,14,ferrari,131.0,7.0,1.0
139,2008,14,mclaren,119.0,5.0,2.0
140,2008,14,bmw_sauber,107.0,1.0,3.0
141,2008,14,toyota,41.0,0.0,4.0
142,2008,14,renault,36.0,0.0,5.0
143,2008,14,toro_rosso,17.0,0.0,8.0
144,2008,14,red_bull,25.0,0.0,6.0
145,2008,14,williams,17.0,0.0,7.0
146,2008,14,honda,14.0,0.0,9.0
147,2008,14,force_india,0.0,0.0,10.0
148,2008,14,super_aguri,0.0,0.0,11.0
149,2008,15,mclaren,129.0,5.0,2.0
150,2008,15,ferrari,134.0,7.0,1.0
151,2008,15,bmw_sauber,117.0,1.0,3.0
152,2008,15,renault,41.0,0.0,5.0
153,2008,15,toyota,41.0,0.0,4.0
154,2008,15,toro_rosso,27.0,1.0,6.0
155,2008,15,red_bull,26.0,0.0,7.0
156,2008,15,williams,17.0,0.0,8.0
157,2008,15,honda,14.0,0.0,9.0
158,2008,15,force_india,0.0,0.0,10.0
159,2008,15,super_aguri,0.0,0.0,11.0
160,2008,16,ferrari,134.0,7.0,2.0
161,2008,16,mclaren,135.0,5.0,1.0
162,2008,16,bmw_sauber,120.0,1.0,3.0
163,2008,16,renault,51.0,1.0,4.0
164,2008,16,toyota,46.0,0.0,5.0
165,2008,16,toro_rosso,31.0,1.0,6.0
166,2008,16,red_bull,28.0,0.0,7.0
167,2008,16,williams,26.0,0.0,8.0
168,2008,16,honda,14.0,0.0,9.0
169,2008,16,force_india,0.0,0.0,10.0
170,2008,16,super_aguri,0.0,0.0,11.0
171,2008,17,ferrari,142.0,7.0,1.0
172,2008,17,mclaren,135.0,5.0,2.0
173,2008,17,bmw_sauber,128.0,1.0,3.0
174,2008,17,renault,66.0,2.0,4.0
175,2008,17,toyota,50.0,0.0,5.0
176,2008,17,toro_rosso,34.0,1.0,6.0
177,2008,17,red_bull,29.0,0.0,7.0
178,2008,17,williams,26.0,0.0,8.0
179,2008,17,honda,14.0,0.0,9.0
180,2008,17,force_india,0.0,0.0,10.0
181,2008,17,super_aguri,0.0,0.0,11.0
182,2008,18,ferrari,156.0,7.0,1.0
183,2008,18,mclaren,145.0,6.0,2.0
184,2008,18,bmw_sauber,135.0,1.0,3.0
185,2008,18,renault,72.0,2.0,4.0
186,2008,18,toyota,52.0,0.0,5.0
187,2008,18,toro_rosso,34.0,1.0,6.0
188,2008,18,red_bull,29.0,0.0,7.0
189,2008,18,williams,26.0,0.0,8.0
190,2008,18,honda,14.0,0.0,9.0
191,2008,18,force_india,0.0,0.0,10.0
192,2008,18,super_aguri,0.0,0.0,11.0
193,2009,1,brawn,0.0,0.0,0.0
194,2009,1,toyota,0.0,0.0,0.0
195,2009,1,renault,0.0,0.0,0.0
196,2009,1,williams,0.0,0.0,0.0
197,2009,1,toro_rosso,0.0,0.0,0.0
198,2009,1,force_india,0.0,0.0,0.0
199,2009,1,bmw_sauber,0.0,0.0,0.0
200,2009,1,red_bull,0.0,0.0,0.0
201,2009,1,ferrari,0.0,0.0,0.0
202,2009,2,brawn,18.0,1.0,1.0
203,2009,2,toyota,11.0,0.0,2.0
204,2009,2,bmw_sauber,0.0,0.0,7.0
205,2009,2,renault,4.0,0.0,3.0
206,2009,2,williams,3.0,0.0,4.0
207,2009,2,toro_rosso,3.0,0.0,5.0
208,2009,2,red_bull,0.0,0.0,8.0
209,2009,2,mclaren,0.0,0.0,0.0
210,2009,2,force_india,0.0,0.0,6.0
211,2009,2,ferrari,0.0,0.0,9.0
212,2009,3,brawn,25.0,2.0,1.0
213,2009,3,red_bull,0.0,0.0,7.0
214,2009,3,toyota,0.0,0.0,2.0
215,2009,3,mclaren,1.0,0.0,8.0
216,2009,3,bmw_sauber,4.0,0.0,3.0
217,2009,3,renault,4.0,0.0,4.0
218,2009,3,toro_rosso,3.0,0.0,6.0
219,2009,3,williams,0.0,0.0,5.0
220,2009,3,ferrari,0.0,0.0,10.0
221,2009,3,force_india,0.0,0.0,9.0
222,2009,4,brawn,36.0,2.0,1.0
223,2009,4,red_bull,0.0,1.0,2.0
224,2009,4,toyota,0.0,0.0,3.0
225,2009,4,mclaren,8.0,0.0,4.0
226,2009,4,renault,4.0,0.0,6.0
227,2009,4,bmw_sauber,4.0,0.0,5.0
228,2009,4,toro_rosso,4.0,0.0,7.0
229,2009,4,williams,0.0,0.0,8.0
230,2009,4,ferrari,0.0,0.0,9.0
231,2009,4,force_india,0.0,0.0,10.0
232,2009,5,brawn,50.0,3.0,1.0
233,2009,5,red_bull,0.0,1.0,2.0
234,2009,5,toyota,0.0,0.0,3.0
235,2009,5,mclaren,13.0,0.0,4.0
236,2009,5,renault,5.0,0.0,5.0
237,2009,5,bmw_sauber,4.0,0.0,6.0
238,2009,5,ferrari,3.0,0.0,9.0
239,2009,5,williams,0.0,0.0,8.0
240,2009,5,toro_rosso,4.0,0.0,7.0
241,2009,5,force_india,0.0,0.0,10.0
242,2009,6,brawn,68.0,4.0,1.0
243,2009,6,red_bull,0.0,1.0,2.0
244,2009,6,toyota,0.0,0.0,3.0
245,2009,6,ferrari,6.0,0.0,7.0
246,2009,6,mclaren,13.0,0.0,4.0
247,2009,6,renault,9.0,0.0,5.0
248,2009,6,williams,0.0,0.0,8.0
249,2009,6,bmw_sauber,6.0,0.0,6.0
250,2009,6,toro_rosso,4.0,0.0,9.0
251,2009,6,force_india,0.0,0.0,10.0
252,2009,7,brawn,86.0,5.0,1.0
253,2009,7,red_bull,0.0,1.0,2.0
254,2009,7,toyota,0.0,0.0,3.0
255,2009,7,ferrari,17.0,0.0,4.0
256,2009,7,mclaren,13.0,0.0,5.0
257,2009,7,williams,0.0,0.0,7.0
258,2009,7,renault,11.0,0.0,6.0
259,2009,7,bmw_sauber,6.0,0.0,8.0
260,2009,7,toro_rosso,5.0,0.0,9.0
261,2009,7,force_india,0.0,0.0,10.0
262,2009,8,brawn,96.0,6.0,1.0
263,2009,8,red_bull,0.0,1.0,2.0
264,2009,8,toyota,0.0,0.0,3.0
265,2009,8,ferrari,20.0,0.0,4.0
266,2009,8,williams,0.0,0.0,6.0
267,2009,8,mclaren,13.0,0.0,5.0
268,2009,8,renault,11.0,0.0,7.0
269,2009,8,bmw_sauber,8.0,0.0,8.0
270,2009,8,toro_rosso,5.0,0.0,9.0
271,2009,8,force_india,0.0,0.0,10.0
272,2009,9,brawn,105.0,6.0,1.0
273,2009,9,red_bull,0.0,2.0,2.0
274,2009,9,toyota,0.0,0.0,3.0
275,2009,9,ferrari,26.0,0.0,4.0
276,2009,9,williams,0.0,0.0,5.0
277,2009,9,mclaren,13.0,0.0,6.0
278,2009,9,renault,11.0,0.0,7.0
279,2009,9,bmw_sauber,8.0,0.0,8.0
280,2009,9,toro_rosso,5.0,0.0,9.0
281,2009,9,force_india,0.0,0.0,10.0
282,2009,10,brawn,112.0,6.0,1.0
283,2009,10,red_bull,0.0,3.0,2.0
284,2009,10,ferrari,32.0,0.0,4.0
285,2009,10,toyota,0.0,0.0,3.0
286,2009,10,mclaren,14.0,0.0,6.0
287,2009,10,williams,0.0,0.0,5.0
288,2009,10,renault,13.0,0.0,7.0
289,2009,10,bmw_sauber,8.0,0.0,8.0
290,2009,10,toro_rosso,5.0,0.0,9.0
291,2009,10,force_india,0.0,0.0,10.0
292,2009,11,brawn,114.0,6.0,1.0
293,2009,11,red_bull,0.0,3.0,2.0
294,2009,11,ferrari,40.0,0.0,3.0
295,2009,11,mclaren,28.0,1.0,5.0
296,2009,11,toyota,0.0,0.0,4.0
297,2009,11,williams,0.0,0.0,6.0
298,2009,11,renault,13.0,0.0,7.0
299,2009,11,bmw_sauber,8.0,0.0,8.0
300,2009,11,toro_rosso,5.0,0.0,9.0
301,2009,11,force_india,0.0,0.0,10.0
302,2009,12,brawn,126.0,7.0,1.0
303,2009,12,red_bull,0.0,3.0,2.0
304,2009,12,ferrari,46.0,0.0,3.0
305,2009,12,mclaren,41.0,1.0,4.0
306,2009,12,toyota,0.0,0.0,5.0
307,2009,12,williams,0.0,0.0,6.0
308,2009,12,bmw_sauber,9.0,0.0,8.0
309,2009,12,renault,16.0,0.0,7.0
310,2009,12,force_india,0.0,0.0,10.0
311,2009,12,toro_rosso,5.0,0.0,9.0
312,2009,13,brawn,128.0,7.0,1.0
313,2009,13,red_bull,0.0,3.0,2.0
314,2009,13,ferrari,56.0,1.0,3.0
315,2009,13,mclaren,44.0,1.0,4.0
316,2009,13,toyota,0.0,0.0,5.0
317,2009,13,williams,0.0,0.0,6.0
318,2009,13,bmw_sauber,18.0,0.0,7.0
319,2009,13,renault,16.0,0.0,8.0
320,2009,13,force_india,8.0,0.0,9.0
321,2009,13,toro_rosso,5.0,0.0,10.0
322,2009,14,brawn,146.0,8.0,1.0
323,2009,14,red_bull,0.0,3.0,2.0
324,2009,14,ferrari,62.0,1.0,3.0
325,2009,14,mclaren,47.0,1.0,4.0
326,2009,14,toyota,0.0,0.0,5.0
327,2009,14,williams,0.0,0.0,6.0
328,2009,14,renault,20.0,0.0,8.0
329,2009,14,bmw_sauber,20.0,0.0,7.0
330,2009,14,force_india,13.0,0.0,9.0
331,2009,14,toro_rosso,5.0,0.0,10.0
332,2009,15,brawn,153.0,8.0,1.0
333,2009,15,red_bull,0.0,3.0,2.0
334,2009,15,ferrari,62.0,1.0,3.0
335,2009,15,mclaren,59.0,2.0,4.0
336,2009,15,toyota,0.0,0.0,5.0
337,2009,15,williams,0.0,0.0,6.0
338,2009,15,renault,26.0,0.0,7.0
339,2009,15,bmw_sauber,21.0,0.0,8.0
340,2009,15,force_india,13.0,0.0,9.0
341,2009,15,toro_rosso,5.0,0.0,10.0
342,2009,16,brawn,156.0,8.0,1.0
343,2009,16,red_bull,0.0,4.0,2.0
344,2009,16,mclaren,65.0,2.0,4.0
345,2009,16,ferrari,67.0,1.0,3.0
346,2009,16,toyota,0.0,0.0,5.0
347,2009,16,williams,0.0,0.0,6.0
348,2009,16,bmw_sauber,24.0,0.0,8.0
349,2009,16,renault,26.0,0.0,7.0
350,2009,16,force_india,13.0,0.0,9.0
351,2009,16,toro_rosso,5.0,0.0,10.0
352,2009,17,brawn,161.0,8.0,1.0
353,2009,17,red_bull,0.0,5.0,2.0
354,2009,17,mclaren,71.0,2.0,3.0
355,2009,17,ferrari,70.0,1.0,4.0
356,2009,17,toyota,0.0,0.0,5.0
357,2009,17,bmw_sauber,32.0,0.0,7.0
358,2009,17,williams,0.0,0.0,6.0
359,2009,17,renault,26.0,0.0,8.0
360,2009,17,force_india,13.0,0.0,9.0
361,2009,17,toro_rosso,7.0,0.0,10.0
362,2010,1,ferrari,0.0,0.0,0.0
363,2010,1,mclaren,0.0,0.0,0.0
364,2010,1,mercedes,0.0,0.0,0.0
365,2010,1,red_bull,0.0,0.0,0.0
366,2010,1,force_india,0.0,0.0,0.0
367,2010,1,williams,0.0,0.0,0.0
368,2010,1,renault,0.0,0.0,0.0
369,2010,1,toro_rosso,0.0,0.0,0.0
370,2010,1,lotus_racing,0.0,0.0,0.0
371,2010,1,sauber,0.0,0.0,0.0
372,2010,1,hrt,0.0,0.0,0.0
373,2010,1,virgin,0.0,0.0,0.0
374,2010,2,ferrari,43.0,1.0,1.0
375,2010,2,mclaren,21.0,0.0,2.0
376,2010,2,mercedes,18.0,0.0,3.0
377,2010,2,renault,0.0,0.0,7.0
378,2010,2,red_bull,16.0,0.0,4.0
379,2010,2,force_india,2.0,0.0,5.0
380,2010,2,williams,1.0,0.0,6.0
381,2010,2,toro_rosso,0.0,0.0,8.0
382,2010,2,sauber,0.0,0.0,10.0
383,2010,2,lotus_racing,0.0,0.0,9.0
384,2010,2,hrt,0.0,0.0,11.0
385,2010,2,virgin,0.0,0.0,12.0
386,2010,3,ferrari,70.0,1.0,1.0
387,2010,3,mclaren,54.0,1.0,2.0
388,2010,3,red_bull,18.0,0.0,5.0
389,2010,3,mercedes,29.0,0.0,3.0
390,2010,3,renault,18.0,0.0,4.0
391,2010,3,force_india,8.0,0.0,6.0
392,2010,3,williams,5.0,0.0,7.0
393,2010,3,toro_rosso,0.0,0.0,8.0
394,2010,3,sauber,0.0,0.0,9.0
395,2010,3,lotus_racing,0.0,0.0,10.0
396,2010,3,hrt,0.0,0.0,11.0
397,2010,3,virgin,0.0,0.0,12.0
398,2010,4,mclaren,66.0,1.0,2.0
399,2010,4,ferrari,76.0,1.0,1.0
400,2010,4,red_bull,61.0,1.0,3.0
401,2010,4,mercedes,44.0,0.0,4.0
402,2010,4,renault,30.0,0.0,5.0
403,2010,4,force_india,18.0,0.0,6.0
404,2010,4,williams,6.0,0.0,7.0
405,2010,4,toro_rosso,2.0,0.0,8.0
406,2010,4,sauber,0.0,0.0,9.0
407,2010,4,lotus_racing,0.0,0.0,10.0
408,2010,4,hrt,0.0,0.0,11.0
409,2010,4,virgin,0.0,0.0,12.0
410,2010,5,mclaren,109.0,2.0,1.0
411,2010,5,ferrari,90.0,1.0,2.0
412,2010,5,red_bull,73.0,1.0,3.0
413,2010,5,mercedes,60.0,0.0,4.0
414,2010,5,renault,46.0,0.0,5.0
415,2010,5,force_india,18.0,0.0,6.0
416,2010,5,williams,6.0,0.0,7.0
417,2010,5,toro_rosso,2.0,0.0,8.0
418,2010,5,sauber,0.0,0.0,9.0
419,2010,5,lotus_racing,0.0,0.0,10.0
420,2010,5,hrt,0.0,0.0,11.0
421,2010,5,virgin,0.0,0.0,12.0
422,2010,6,red_bull,113.0,2.0,3.0
423,2010,6,ferrari,116.0,1.0,2.0
424,2010,6,mclaren,119.0,2.0,1.0
425,2010,6,mercedes,72.0,0.0,4.0
426,2010,6,renault,50.0,0.0,5.0
427,2010,6,force_india,24.0,0.0,6.0
428,2010,6,williams,8.0,0.0,7.0
429,2010,6,toro_rosso,3.0,0.0,8.0
430,2010,6,sauber,0.0,0.0,9.0
431,2010,6,lotus_racing,0.0,0.0,10.0
432,2010,6,hrt,0.0,0.0,11.0
433,2010,6,virgin,0.0,0.0,12.0
434,2010,7,mclaren,129.0,2.0,3.0
435,2010,7,red_bull,156.0,3.0,1.0
436,2010,7,ferrari,136.0,1.0,2.0
437,2010,7,mercedes,78.0,0.0,4.0
438,2010,7,renault,65.0,0.0,5.0
439,2010,7,force_india,30.0,0.0,6.0
440,2010,7,williams,8.0,0.0,7.0
441,2010,7,toro_rosso,4.0,0.0,8.0
442,2010,7,sauber,0.0,0.0,9.0
443,2010,7,lotus_racing,0.0,0.0,10.0
444,2010,7,hrt,0.0,0.0,11.0
445,2010,7,virgin,0.0,0.0,12.0
446,2010,8,mclaren,172.0,3.0,1.0
447,2010,8,red_bull,171.0,3.0,2.0
448,2010,8,ferrari,146.0,1.0,3.0
449,2010,8,mercedes,100.0,0.0,4.0
450,2010,8,renault,73.0,0.0,5.0
451,2010,8,force_india,32.0,0.0,6.0
452,2010,8,toro_rosso,4.0,0.0,8.0
453,2010,8,williams,8.0,0.0,7.0
454,2010,8,sauber,1.0,0.0,9.0
455,2010,8,lotus_racing,0.0,0.0,10.0
456,2010,8,hrt,0.0,0.0,11.0
457,2010,8,virgin,0.0,0.0,12.0
458,2010,9,mclaren,215.0,4.0,1.0
459,2010,9,red_bull,193.0,3.0,2.0
460,2010,9,ferrari,161.0,1.0,3.0
461,2010,9,mercedes,108.0,0.0,4.0
462,2010,9,renault,79.0,0.0,5.0
463,2010,9,force_india,35.0,0.0,6.0
464,2010,9,williams,8.0,0.0,8.0
465,2010,9,toro_rosso,8.0,0.0,7.0
466,2010,9,sauber,1.0,0.0,9.0
467,2010,9,lotus_racing,0.0,0.0,10.0
468,2010,9,hrt,0.0,0.0,11.0
469,2010,9,virgin,0.0,0.0,12.0
470,2010,10,mclaren,248.0,4.0,1.0
471,2010,10,red_bull,218.0,4.0,2.0
472,2010,10,ferrari,165.0,1.0,3.0
473,2010,10,mercedes,109.0,0.0,4.0
474,2010,10,renault,89.0,0.0,5.0
475,2010,10,force_india,43.0,0.0,6.0
476,2010,10,williams,20.0,0.0,7.0
477,2010,10,sauber,7.0,0.0,9.0
478,2010,10,toro_rosso,10.0,0.0,8.0
479,2010,10,lotus_racing,0.0,0.0,10.0
480,2010,10,hrt,0.0,0.0,11.0
481,2010,10,virgin,0.0,0.0,12.0
482,2010,11,mclaren,278.0,4.0,1.0
483,2010,11,red_bull,249.0,5.0,2.0
484,2010,11,ferrari,165.0,1.0,3.0
485,2010,11,mercedes,126.0,0.0,4.0
486,2010,11,renault,89.0,0.0,5.0
487,2010,11,force_india,47.0,0.0,6.0
488,2010,11,williams,31.0,0.0,7.0
489,2010,11,sauber,15.0,0.0,8.0
490,2010,11,toro_rosso,10.0,0.0,9.0
491,2010,11,lotus_racing,0.0,0.0,10.0
492,2010,11,hrt,0.0,0.0,11.0
493,2010,11,virgin,0.0,0.0,12.0
494,2010,12,red_bull,272.0,5.0,2.0
495,2010,12,mclaren,300.0,4.0,1.0
